Slip Ratio,FZ = 300 N,FZ = 500 N,FZ = 700 N,FZ = 900 N,FZ = 1100 N
0.20400000000000001,621.1619542379863,989.9378822435054,1327.4860766494705,1819.058731710484,2142.137719005204
0.20600000000000002,621.0744844531549,988.7637398919723,1324.8009435107647,1818.221456716254,2136.299197613055
0.20800000000000002,620.9786066000564,987.5997118075217,1322.1292663882864,1817.4066862267127,2130.2181416665576
0.21000000000000002,620.8739852684507,986.4460173670785,1319.4712899958436,1816.614445733876,2123.8881324074323
0.21200000000000002,620.7602619771491,985.302851174806,1316.827230633104,1815.8447366178957,2117.3026685658765
0.21400000000000002,620.6370562955829,984.170384775678,1314.1972781342201,1815.097537966495,2110.455171041231
0.21600000000000003,620.5039668872454,983.0487682573245,1311.5815976906063,1814.372808272937,2103.338987689699
0.21800000000000003,620.360572480459,981.9381317474699,1308.9803315560614,1813.6704870205358,2095.947398234724
0.22000000000000003,620.2064327715689,980.8385868137834,1306.3936006418776,1812.9904961612026,2088.273619315111
0.22200000000000003,620.0410892653356,979.7502277725202,1303.8215060090793,1812.3327414949968,2080.310809685432
0.22400000000000003,619.8640660570013,978.6731329119092,1301.2641302644606,1811.6971139572106,2072.0520755827497
0.22600000000000003,619.6748705602128,977.6073656358424,1298.7215388666423,1811.0834908190602,2063.490476273145
0.22800000000000004,619.4729941847236,976.552975533067,1296.193781347977,1810.491736807659,2054.619029791001
0.23000000000000004,619.2579129675504,975.5099993767195,1293.6808924577201,1809.9217051505793,2045.430718883459
0.23200000000000004,619.0290881610235,974.4784620587412,1291.1828932315564,1809.3732385499377,2035.9184971718855
0.23400000000000004,618.7859667809669,973.4583774633971,1288.6997919922144,1808.8461700906275,2026.0752955416292
0.23600000000000004,618.5279821180292,972.4497492838533,1286.2315852855984,1808.340324087007,2015.8940287707264
0.23800000000000004,618.2545542150141,971.4525717855015,1283.7782587565819,1807.8555168720677,2005.3676024076046
0.24000000000000005,617.9650903128781,970.4668305194784,1281.3397879683275,1807.391557532843,1994.488919907178
0.24200000000000005,617.6589852679031,969.4925029895999,1278.916139168744,1806.9482485955673,1983.2508900340222
0.24400000000000005,617.3356219424019,968.5295592757175,1276.5072700074645,1806.5253866638602,1971.6464345406232
0.24600000000000005,616.9943715711797,967.5779626163086,1274.1131302064996,1806.122763013007,1959.6684961279143
0.24800000000000005,616.6345941058341,966.6376699529291,1271.733662187522,1805.7401641431845,1947.3100466945139
0.25000000000000006,616.255638538868,965.7086324389763,1269.3688016585347,1805.3773722943172,1934.5640958802403
0.25200000000000006,615.8568432094693,964.7907959150646,1267.0184781625155,1805.0341659250544,1921.4236999085615
0.25400000000000006,615.4375360927125,963.8841013531485,1264.6826155904362,1804.7103201582024,1907.8819707317302
0.25600000000000006,614.9970350738341,962.9884852714058,1262.3611326609307,1804.405607194799,1893.9320854813134
0.25800000000000006,614.5346482091518,962.1038801217464,1260.0539433687104,1804.1197966988598,1879.5672962258109
0.26000000000000006,614.0496739751101,961.2302146517045,1257.7609574037108,1803.8526561547149,1864.7809400359226
0.26200000000000007,613.5414015068544,960.3674142423471,1255.4820805428126,1803.6039511987028,1849.5664493568868
0.26400000000000007,613.0091108276728,959.5154012237354,1253.2172150158708,1803.3734459269035,1833.9173626860484
0.26600000000000007,612.4520730705659,958.6740951693653,1250.9662598476673,1803.1609031804574,1817.8273355525953
0.26800000000000007,611.8695506931559,957.8434131709341,1248.7291111773102,1802.9660848099304,1801.290151794991
0.2700000000000001,611.2607976870773,957.0232700946796,1246.505662556484,1802.7887519200906,1784.2997351302765
0.2720000000000001,610.6250597829475,956.2135788204699,1244.2958052278955,1802.6286650963668,1766.8501610079443
0.2740000000000001,609.9615746519579,955.4142504647386,1242.0994283851478,1802.4855846141877,1748.9356687395662
0.2760000000000001,609.2695721050876,954.6251945882927,1239.916419415212,1802.3592706323086,1730.5506738937797
0.27799999999999997,608.5482742908913,953.8463193899534,1237.746664124584,1802.2494833711767,1711.6897809446245
0.27999999999999997,607.7968958927817,953.0775318869307,1235.590046950155,1802.1559832773103,1692.3477961595204
0.282,607.0146443266805,952.318738082775,1233.4464511557483,1802.078531174603,1672.5197407114892
0.284,606.2007199398856,951.5698431236888,1231.315759015216,1802.0168884034138,1652.2008639984094
0.286,605.3543162119647,950.8307514439446,1229.1978519829456,1801.9708169482342,1631.3866571503
0.288,604.4746199584556,950.1013669010932,1227.0926108525591,1801.9400795546983,1610.0728667038168
0.29,603.560811538132,949.3815929016142,1224.999915904541,1801.924439836616,1588.2555084212158
0.292,602.612065064555,948.671332517614,1222.919647043494,1801.9236623737077,1565.930881229197
0.294,601.6275486226189,947.9704885951376,1220.8516839256629,1801.9375128006393,1543.0955812511068
0.296,600.6064244907644,947.2789638546302,1218.7959060773476,1801.9657578879423,1519.7465159040855
0.298,599.5478493695225,946.5966609840439,1216.7521930047608,1802.0081656153554,1495.8809180308044
0.3,598.4509746170181,945.923482725058,1214.7204242958792,1802.064505238093,1471.4963600335975
