Slip Angle (deg),FZ = 300 N,FZ = 500 N,FZ = 700 N,FZ = 900 N,FZ = 1100 N
-9.399999999999999,2.1119007875552,2.089097897814574,2.066251664381479,2.0405993414581802,2.008618366913325
-9.3,2.112178372699019,2.0892928475452703,2.066164441777649,2.0400070240847197,2.007272270984136
-9.2,2.1124137967488887,2.089440237948394,2.066017744321997,2.0393367545309884,2.005824064636406
-9.1,2.1126046204556714,2.089537341180306,2.065808349435775,2.03858465514048,2.004269173926006
-9.0,2.112748270937169,2.089581280970189,2.065532865887892,2.0377466592430906,2.002602824806802
-8.899999999999999,2.112842033763011,2.0895690239927625,2.065187724492965,2.03681850168909,2.00082003461804
-8.8,2.112883044526299,2.0894973707021594,2.064769168273956,2.035795708917195,1.998915603268982
-8.7,2.1128682798659897,2.0893629455915788,2.0642732420587837,2.0346735885374057,1.996884104118745
-8.6,2.1127945479013786,2.089162186840997,2.0636957814787515,2.0334472184090937,1.9947198745506065
-8.5,2.112658478037176,2.0888913353127654,2.0630324013350987,2.032111435194756,1.9924170062415976
-8.399999999999999,2.1124565100945714,2.088546422852271,2.0622784832984022,2.0306608223699136,1.9899693351299534
-8.3,2.112184882720422,2.088123259848119,2.061429162903973,2.029089697669881,1.9873704310850562
-8.2,2.11183962102313,2.087617422003348,2.0604793158048103,2.027392099954508,1.984613587286792
-8.1,2.1114165233799946,2.087024236266159,2.059423543242143,2.0255617754726742,1.9816918093239198
-8.0,2.110911147356746,2.0863387658654027,2.058256156692055,2.0235921635091416,1.9785978040240106
-7.8999999999999995,2.1103187946756305,2.085555794392731,2.0569711616452544,2.0214763813976138,1.9753239680309125
-7.8,2.1096344951637507,2.0846698088698092,2.0555622404757394,2.019207208885308,1.9718623761494598
-7.699999999999999,2.1088529896084047,2.083674981735352,2.054022734352847,2.016777071836309,1.9682047694814346
-7.6,2.1079687114408627,2.0825651516829904,2.052345624150199,2.014178025263293,1.9643425433814867
-7.5,2.1069757671643967,2.081333803277123,2.050523510304215,2.0114017356801024,1.9602667352670355
-7.3999999999999995,2.1058679154363844,2.0799740452699513,2.048548591574375,2.0084394627711113,1.9559680123220302
-7.3,2.1046385447079685,2.078478587538921,2.0464126426572156,2.005282040377425,1.9514366591409147
-7.199999999999999,2.103280649318057,2.0768397165597827,2.0441069906063514,2.001919856804836,1.9466625653663294
-7.1,2.1017868039314007,2.075049269326518,2.041622490011573,1.9983428344641774,1.9416352133819208
-7.0,2.100149136203085,2.0730986056255194,2.038949496891517,1.994540408861383,1.9363436661302629
-6.9,2.098359297544046,2.070978578567724,2.0360778412565876,1.9905015069622982,1.9307765551353173
-6.799999999999999,2.096408431854223,2.0686795032789864,2.0329967983019,1.9862145249662255,1.9249220688191058
-6.699999999999999,2.0942871420816775,2.066191123645946,2.0296950581941515,1.9816673055324512,1.918767941213395
-6.6,2.09198545445758,2.0635025770121493,2.026160694421755,1.9768471145157487,1.912301441179208
-6.5,2.089492780248386,2.0606023567173857,2.022381130684433,1.971740617280239,1.9055093622599295
-6.4,2.086797874858018,2.0574782723722858,2.018343106307066,1.9663338546761744,1.898378013307615
-6.299999999999999,2.0838887941044546,2.054117407760478,2.014032640173184,1.9606122187813946,1.8908932100369273
-6.199999999999999,2.080752847487097,2.0505060762622844,2.0094349931863764,1.9545604285285338,1.8830402676768088
-6.1,2.0773765482538096,2.046629773697373,2.0045346292834667,1.9481625053607807,1.874803994906568
-6.0,2.0737455600699426,2.0424731284894597,1.9993151750419318,1.9414017490832294,1.866168689280454
-5.9,2.0698446400862855,2.03801984906444,1.9937593779461658,1.9342607141038919,1.8571181343628849
-5.799999999999999,2.065657578199221,2.0332526684049244,1.9878490634033577,1.926721186288373,1.8476355988152435
-5.699999999999999,2.0611671322949783,2.028153285699578,1.981565090630431,1.9187641606852917,1.8377038376943151
-5.6,2.056354959271391,2.022702305045841,1.9748873075693616,1.9103698204158872,1.8273050962419148
-5.5,2.051201541635907,2.0168791711903093,1.9677945050298542,1.9015175170610226,1.8164211164647488
-5.399999999999999,2.045686109488694,2.0106621023234275,1.9602643703065596,1.8921857529221031,1.8050331468227843
-5.299999999999999,2.0397865577158565,2.0040280199853266,1.9522734405734974,1.8823521655792927,1.7931219553630648
-5.199999999999999,2.0334793582413835,1.9969524761890642,1.9437970564219174,1.8719935152208693,1.7806678466535613
-5.1,2.0267394672194032,1.9894095779277334,1.9348093159803699,1.861085675271437,1.767650682887844
-5.0,2.019540227092587,1.9813719093047162,1.925283030138046,1.8496036269039324,1.7540499095455626
-4.899999999999999,2.011853263500757,1.972810451613825,1.9151896794854517,1.837521458080467,1.7398445860053127
-4.799999999999999,2.0036483770987665,1.9636945018003729,1.9044993736909455,1.8248123678296937,1.7250134215147712
-4.699999999999999,1.9948934304381107,1.9539915898579896,1.8931808141484345,1.811448676532842,1.7095348169272653
-4.6,1.9855542301864757,1.9436673958618944,1.8812012608612285,1.7974018430560177,1.693386912613347
-4.5,1.9755944051083065,1.932685667510422,1.868526504670182,1.782642489631684,1.6765476429496309
-4.399999999999999,1.9649752804129113,1.921008139246015,1.8551208460910793,1.7671404354560767,1.6589947977741362
-4.299999999999999,1.9536557493007771,1.9085944542580138,1.8409470821966387,1.7508647400299502,1.6407060911767426
-4.199999999999999,1.9415921428107137,1.895402090935737,1.8259665031620118,1.733783757325482,1.6216592379640489
-4.1,1.9287380993979346,1.881386295644913,1.8101389002880925,1.7158652019099399,1.6018320380989801
-4.0,1.9150444360648609,1.866500024046503,1.793422587522514,1.69707622819409,1.5812024693659312
-3.8999999999999986,1.900459023331478,1.8506938935669568,1.7757744387111065,1.6773835239969668,1.5597487884511385
-3.799999999999999,1.884926666880256,1.8339161500646715,1.757149943028996,1.6567534196249973,1.537449640554585
-3.6999999999999993,1.8683889993516976,1.816112652219388,1.7375032812551547,1.6351520136484028,1.5142841775633886
-3.5999999999999996,1.8507843865099847,1.7972268776982006,1.7167874257603906,1.6125453165169443,1.4902321847168227
-3.5,1.8320478528522173,1.7771999557200089,1.6949542672678253,1.5888994130855958,1.4652742155797611
-3.3999999999999986,1.8121110327054335,1.7559707312427315,1.6719547716062484,1.5641806450136997,1.4393917350144088
-3.299999999999999,1.7909021539456262,1.733475866623186,1.6477391697974995,1.5383558138534672,1.4125672697002987
-3.1999999999999993,1.7683460626792695,1.7096499872318494,1.6222571848838259,1.5113924054503163,1.3847845656004738
-3.0999999999999996,1.7443642985399845,1.6844258781207415,1.5954582988922987,1.4832588360338308,1.3560287516089913
-3.0,1.718875231649356,1.6577347394115725,1.5672920632304752,1.4539247200798417,1.326286508443221
-2.8999999999999986,1.6917942737360734,1.629506508553094,1.5377084555881495,1.4233611596680456,1.295546241666288
-2.799999999999999,1.6630341773474049,1.5996702579408306,1.506658286059893,1.3915410546436613,1.2637982575434434
-2.6999999999999993,1.6325054384445372,1.568154676537167,1.4740936546766865,1.3584394324153972,1.2310349402545864
-2.5999999999999996,1.6001168188436248,1.5348886440014875,1.4399684618169877,1.3240337956872343,1.1972509288077666
-2.5,1.5657760058100272,1.4998019053533331,1.4042389720338349,1.2883044858323043,1.1624432918296368
-2.3999999999999986,1.5293904264605427,1.4628258532510332,1.366864430664554,1.2512350589806007,1.1266116982534844
-2.299999999999999,1.4908682342654318,1.4238944234716877,1.3278077311681458,1.212812671218792,1.0897585817887738
-2.1999999999999993,1.4501194836197138,1.3829451070213274,1.287036129455946,1.1730284686039576,1.0518892969432645
-2.0999999999999996,1.4070575058917816,1.3399200793883241,1.2445219995487087,1.1318779769914415,1.0130122642850856
-2.0,1.3616004962587616,1.294767443696221,1.200243622727774,1.0893614859915948,0.9731391025824933
-1.8999999999999986,1.3136733147080548,1.2474425798617008,1.1541859999877122,1.0454844207260219,0.9322847454480298
-1.799999999999999,1.2632094965649083,1.1979095863127005,1.1063416751023085,1.0002576944791115,0.890467540145343
-1.6999999999999993,1.2101534576185242,1.1461427944282,1.0567115530679376,0.9536980348653702,0.8477093262940008
-1.5999999999999996,1.1544628663220307,1.0921283287654555,1.0053056961959235,0.905828275789127,0.8040354923323577
-1.5,1.096111140791934,1.0358656785832372,0.9521440778195878,0.8566776072918623,0.7594750077716315
-1.3999999999999986,1.0350900118553665,0.9773692385049236,0.8972572716145206,0.8062817753936329,0.7140604294954153
-1.299999999999999,0.9714120759401687,0.9166697688646526,0.8406870530691037,0.7546832242650416,0.6678278806259933
-1.1999999999999993,0.905113244292418,0.8538157199245259,0.7824868888597637,0.7019311735357,0.6208170007887459
-1.0999999999999996,0.8362549793263663,0.788874359408663,0.7227222899497553,0.6480816242677093,0.5730708669540825
-1.0,0.7649261966672273,0.7219326403812681,0.6614710052896635,0.5931972881024548,0.5246358844167286
-0.8999999999999986,0.6912447046366201,0.6530977470930966,0.5988230351652438,0.5373474353196682,0.47556164787789945
-0.7999999999999989,0.6153580535474903,0.5824972606281165,0.534880446574849,0.48060765901105607,0.42590077301899104
-0.6999999999999993,0.5374436769407076,0.5102788944072661,0.4697569775191939,0.42305955423639796,0.37570869938729223
-0.5999999999999996,0.45770822694354196,0.4366097619801554,0.40357742266731983,0.3647903128555881,0.32504346584594457
-0.5,0.376386036495126,0.3616751558371064,0.33647679935650376,0.30589223666215515,0.2739654602627392
-0.3999999999999986,0.2937366813474606,0.2856768355832794,0.268599300039593,0.24646217341987367,0.22253714551638934
-0.29999999999999893,0.21004166231470503,0.20883084571142357,0.2000970447853399,0.1866008823549621,0.17082276427598855
-0.1999999999999993,0.12560027978960633,0.1313649060149667,0.13112865488375447,0.12641233750936895,0.118888025351401
-0.09999999999999964,0.040724823707357714,0.05351543977590213,0.061857675596055026,0.06600297904348479,0.06679977471213737
