Slip Angle (deg),IA = -4.0 deg,IA = -3.0 deg,IA = -2.0 deg,IA = -1.0 deg,IA = 0.0 deg,IA = 1.0 deg,IA = 2.0 deg,IA = 3.0 deg,IA = 4.0 deg
-2.799999999999997,-882.1663068175247,-928.0431438167196,-972.3704091076537,-1014.7282129660175,-1054.6608002419248,-1064.5246374029066,-1071.9891791246466,-1076.9974422374655,-1079.4826396511917
-2.599999999999998,-828.5419546640549,-875.7416874343742,-921.6643716949703,-965.8947594584446,-1007.9779232718913,-1019.6274660647564,-1028.925487764216,-1035.8149415940602,-1040.2294347144343
-2.3999999999999986,-770.7080840125418,-819.1325078081553,-866.5682012035977,-912.6088971767437,-956.8051014651878,-970.4722315430822,-981.8211693112336,-990.7967135805502,-997.334612920634
-2.1999999999999993,-708.6159468734861,-758.1269434773512,-806.9516168448239,-854.6973696899381,-900.9252906191622,-916.8487466576582,-930.4718382434481,-941.743247151865,-950.6027196622352
-2.0,-642.2868020291205,-692.7025976400124,-742.7459606448408,-792.0428585665909,-840.1705359094418,-858.5889162386486,-874.7091361541038,-888.4857493059288,-899.864321711283
-1.7999999999999972,-571.8242107650891,-622.917075651799,-673.9592740122037,-724.6002383966727,-774.4391725716154,-795.5818542903127,-814.4140986217506,-830.8980292388962,-844.9866243073732
-1.5999999999999979,-497.42451811497443,-548.9205006166849,-600.690812977662,-652.4130000249015,-703.7139873371457,-727.790020708587,-749.5315769069172,-768.9094576446439,-785.8851745706756
-1.3999999999999986,-419.38420366431285,-470.9654475534612,-523.14363253712,-575.628505336668,-628.0800901301644,-655.2653924873548,-680.0849357686818,-702.5183850478165,-722.5361650824373
-1.1999999999999993,-338.1027728483933,-389.41282556275934,-441.63365641480317,-494.5104172287517,-547.7408222018346,-578.1643237298676,-606.1899395323585,-631.8051362412299,-654.9886196746245
-1.0,-254.08004410452568,-304.73231576555355,-356.59360615532376,-409.446471203886,-463.0297037027645,-496.75944970015894,-528.0664644067352,-556.9434476786272,-583.3755152702988
-0.7999999999999972,-167.90709671715248,-217.49629083794477,-268.5703657439214,-320.94981457517895,-374.4163126023934,-411.4468389004164,-446.0465028983616,-478.2090332891832,-507.9227099399015
-0.5999999999999979,-80.2507608251625,-128.36670916677213,-178.2148451648962,-229.65250920887348,-282.50419586712303,-322.746683205726,-360.5769298525568,-395.9839125813718,-428.95445855316393
-0.3999999999999986,8.167718489078279,-38.07524361904041,-86.26416024402506,-136.29049480574395,-188.01951002771509,-231.29620609242556,-272.21574169475747,-310.755270014643,-346.8943544996365
-0.1999999999999993,96.59829476461907,52.6021307305187,6.483124498763218,-41.680282675529014,-91.79005841862813,-137.83417620345517,-181.6209885527784,-223.10797140299536,-262.2607769202674
0.0,184.2898273068103,142.87216757251994,99.19527029444102,53.31081923690698,5.284379520412566,-43.177373402394444,-89.53236423435179,-133.71043587379225,-175.6563570070922
0.20000000000000284,270.5188625424302,231.95525752140856,191.0359712292219,147.79261716657115,102.26398780808618,51.80865441577716,3.2536789037103357,-43.29429192813284,-87.75157193148262
0.40000000000000213,354.6157727467885,319.1173110342439,281.2026049948083,240.89028466010615,198.20050369803792,146.23256620210424,95.90718013492781,47.36950297408912,0.7367004958318917
0.6000000000000014,435.9863214138593,403.6956342601794,368.958101654073,331.7860372509515,292.1888810685688,239.2178935935972,187.5874934285735,137.4846120491401,89.0616729473848
0.8000000000000007,514.1274027600435,485.1188597264184,453.6557524287053,419.74980876992083,383.4067745928393,329.9478447338532,277.4910943667162,226.2666035253782,176.46426112894875
1.0,588.6362980631017,562.9199172164537,534.7566367172416,504.1620494604492,471.1438231124749,417.6959409099879,364.8848714333044,312.983172103605,262.21868934577907
1.2000000000000028,659.2135500167777,636.741822172942,611.8390076589359,584.5275868470296,554.82110803666,501.8484947979311,449.13062567912715,396.9800255495999,345.66135325248905
1.4000000000000021,725.6601822621732,706.3368459846191,684.5999539085944,660.4804993291284,634.0001958525905,581.9179445265145,529.7017519723455,477.70011933332324,426.21195769514816
1.6000000000000014,787.8704092161311,771.5602054760989,752.8504237818662,731.7809678971637,708.3824998305587,657.5470827066883,606.1915736512851,554.6954120311215,503.38809937315125
1.8000000000000007,845.8211719383129,832.3597201829818,816.5051693807419,798.3057569586084,777.8006690046423,728.5052407749224,678.3138116041854,627.6311165928898,576.8128343676873
2.0,899.5598260803625,888.7629494218727,875.5693347250893,860.0342876589036,842.2042328600278,794.6781613390634,745.8964332783216,696.2832311426523,646.2155860299617
2.200000000000003,949.1911525498681,940.8631921801153,930.1233259519487,917.0322496202609,901.6418202988178,856.0535784818765,808.8705666851746,760.5306843709463,711.4273772550218
2.3999999999999986,994.8646230724053,988.8054841646713,980.3073468929695,969.4344442772862,956.2420353385726,912.7044798057643,867.2562842766915,820.3436907464719,772.3717470152444
2.6000000000000014,1036.762587320244,1032.7734276436122,1026.306646631898,1017.4281732701819,1006.1946446887184,964.771745708932,921.146927428364,875.7699109224124,829.0528332205369
2.8000000000000043,1075.0897970046885,1072.9773952921275,1068.3381784253024,1061.238072997421,1051.7332390616864,1012.4474631512117,970.6933473707243,926.9198235962858,881.5420192263982
3.0,1110.0644700737753,1109.644393736478,1106.6390596417943,1101.1129179073575,1093.1200631747006,1055.9597883584167,1016.0890743520387,973.9524194019913,929.9643197673881
3.200000000000003,1141.9109353185534,1143.0096722914082,1141.4569749261334,1137.314607046912,1130.6333225093456,1095.5598510071657,1057.557065523642,1017.0619988479593,974.4853952788499
3.3999999999999986,1170.8537842953601,1173.310020192925,1173.0424861289514,1170.109322856264,1164.5569883078758,1131.5108860616956,1095.3383692311165,1056.4665484076359,1015.2997898423895
3.6000000000000014,1197.113387348638,1200.7786055377665,1201.6430972876074,1199.7607037782172,1195.1729332015366,1164.0795585296419,1129.6828004001752,1092.397912689314,1052.6207264005293
3.8000000000000043,1220.9025947412522,1225.641161110059,1227.4988596598566,1226.5247897287293,1222.7551227894446,1193.529304756081,1160.8415516012903,1125.093788098104,1086.6715835611444
4.0,1242.4244331581951,1248.113305297282,1250.839277279249,1250.6464656969536,1247.565543303312,1220.1154370381773,1189.0615590551477,1154.7914330999145,1117.6790265099335
4.200000000000003,1261.870613831578,1268.3987903039686,1271.881275353399,1272.3571282819325,1269.851542631671,1244.081729460419,1214.581389034118,1181.7229130492271,1145.8676658436584
4.399999999999999,1279.4206845320734,1286.6884866295518,1290.828011839984,1291.8733199681367,1289.8442850306951,1265.658206210776,1237.6283936049374,1206.1116614777693,1171.456063120156
4.600000000000001,1295.2416786888634,1303.1599361039703,1307.8683389935954,1309.3961066655522,1307.7580564212192,1285.0598763684452,1258.4168927086682,1228.170132703481,1194.6538796798368
4.800000000000004,1309.4881374814006,1317.9773313705969,1323.1767512013953,1325.1110087248865,1323.7901986868826,1302.486191664283,1277.1471619950469,1248.0983322069048,1215.6599655665127
5.0,1322.302402686592,1331.2918048121485,1336.913684567159,1339.188329964066,1338.1214924223748,1318.1210394361706,1294.005035150691,1266.0830333151555,1234.6611996249985
5.200000000000003,1333.815098097735,1343.2419329363831,1349.2260604683763,1351.7837607314743,1350.916845068986,1332.133117814076,1309.1619606352479,1282.2975154909836,1251.8319135836641
5.399999999999999,1344.1457348508352,1353.9543823995566,1360.2479887310003,1363.0391584959543,1362.3261738856959,1344.676571772944,1322.7753826442577,1296.9016870656678,1267.3337575714147
5.600000000000001,1353.4033908288216,1363.544640912045,1370.1015658440522,1373.0834325425778,1372.485400352928,1355.891796037531,1334.9893430435222,1310.0424812276767,1281.315889100248
5.800000000000004,1361.6874265592455,1372.1177903365972,1378.8977198814582,1382.0334782163898,1381.5174946222492,1365.9063336644465,1345.9352242238722,1321.854437237855,1293.9153903171382
6.0,1369.0882099161365,1379.769290630235,1386.7370668415447,1389.9951212099566,1389.5335260546867,1374.8358176846791,1355.7325721772277,1332.4603986862558,1305.257838410701
6.200000000000003,1375.6878297863927,1386.5857522510044,1393.710753382577,1397.0640441629541,1396.6336894041883,1382.784917927149,1364.4899548205756,1341.9722771035645,1315.4579711430913
6.399999999999999,1381.5607849840778,1392.6456816240143,1399.901268872799,1403.3266768802675,1402.908286482833,1389.848266616598,1372.3058230998001,1350.4918426269985,1324.6204036153135
6.600000000000001,1386.7746393953098,1398.0201895925966,1405.3832157089944,1408.8610382918305,1408.4386508208838,1396.1113451089768,1379.2693521628403,1358.111514063182,1332.8403638115558
6.800000000000004,1391.390637884269,1402.77365678835,1410.2240313659859,1413.7375233258238,1413.2980084576566,1401.6513207130995,1385.4612473729057,1364.9151289997258,1340.204423544138
7.0,1395.4642801223195,1406.9643528125328,1414.48465894405,1418.0196315316284,1417.5522720304293,1406.5378274024788,1390.954505571166,1370.978680996146,1346.7912084994105
7.200000000000003,1399.0458514147779,1410.6450082602216,1418.2201653507839,1421.7646368874923,1421.2607681451893,1410.8336877281895,1395.8151261731691,1376.3710157011326,1352.672076516614
7.399999999999999,1402.1809109557516,1413.863340125706,1421.4803079073522,1425.0242000163648,1424.4768999161483,1414.5955757157556,1400.1027697138618,1381.1544813170597,1357.9117573324625
7.600000000000001,1404.9107388718016,1416.6625321538586,1424.310051281114,1427.8449252149392,1427.2487477870313,1417.8746222181153,1403.8713636049577,1385.3855314336415,1362.5689500673507
7.800000000000004,1407.2727440242998,1419.081672367464,1426.7500373551763,1430.2688654342212,1429.6196124790451,1420.7169653012234,1407.169656346979,1389.1152801022686,1366.696876944055
8.0,1409.3008349103713,1421.1561503984583,1428.8370110575402,1432.3339787573827,1431.628504287785,1423.1642489134188,1410.041722414056,1392.3900102994326,1370.343793304823
8.200000000000003,1411.0257561970463,1422.91801745432,1430.604205370617,1434.074540095556,1433.3105830795537,1425.2540734530494,1412.527420633408,1395.2516377735712,1373.5534550794432
8.400000000000006,1412.475393491889,1424.396311815011,1432.0816887886365,1435.5215118349647,1434.6975532952624,1427.0204019912674,1414.6628092143587,1397.7381327955925,1376.3655455756402
8.600000000000001,1413.6750489333426,1425.6173527230633,1433.2966784330345,1436.7028770718837,1435.8180181152482,1428.4939258962077,1416.480520720945,1399.883902625383,1378.8160639083924
8.800000000000004,1414.6476901036299,1426.605005431247,1434.2738219093912,1437.6439389040418,1436.6977967132327,1429.70239349134,1418.01010028594,1401.720137630541,1380.9376776296247
9.0,1415.4141746473415,1427.3809200321623,1435.0354508197704,1438.3675890364402,1437.360208262563,1430.6709052016995,1419.278310276041,1403.2751239994345,1382.7600422204125
9.200000000000003,1415.9934528354026,1427.9647465293085,1435.6018086500706,1438.8945487263113,1437.8263260742706,1431.4221784237714,1420.3094044702787,1404.5745259159316,1384.3100901070034
9.400000000000006,1416.4027501582111,1428.3743284320062,1435.9912555466906,1439.243584850348,1438.11520495909,1431.976785117228,1421.125374629929,1405.6416399356833,1385.6122917917173
9.600000000000001,1416.6577318714626,1428.625876975809,1436.2204522897496,1439.431703637115,1438.2440846243967,1432.3533648728958,1421.7461721352972,1406.4976241440354,1386.6888915740467
9.800000000000004,1416.772651259173,1428.7341278917888,1436.3045255676443,1439.4743243752494,1438.228571648348,1432.5688159704193,1422.1899071546409,1407.161704498359,1387.5601201936367
10.0,1416.7604832244351,1428.7124824763218,1436.2572164640605,1439.3854351877214,1438.0828023212641,1432.638466707134,1422.4730276015048,1407.6513605732775,1388.2443865680139
10.200000000000003,1416.6330446720265,1428.5731345503352,1436.0910138861898,1439.1777327564944,1437.8195884104284,1432.576229060399,1422.6104799343523,1407.9824927433046,1388.7584506330934
10.400000000000006,1416.401103009532,1428.3271847448466,1435.8172744932288,1438.8627476915055,1437.4505476898405,1432.394736541204,1422.615853660132,1408.1695726586802,1389.117579129978
10.600000000000001,1416.0744739659597,1427.984743408786,1435.4463305278553,1438.4509570633527,1436.9862208809207,1432.1054679082495,1422.5015112233914,1408.2257786999382,1389.3356860216527
10.800000000000004,1415.6621098091425,1427.5550233056435,1434.9875868102442,1437.9518854601097,1436.4361764731116,1431.7188582390356,1422.2787047957634,1408.1631179368283,1389.4254590707296
11.0,1415.1721789354383,1427.0464231473022,1434.4496080239708,1437.3741957847312,1435.8091047337582,1431.244398697505,1421.957681327432,1407.9925359686972,1389.3984739660264
11.200000000000003,1414.6121377070235,1426.4666029059786,1433.8401973051843,1436.7257708796224,1435.1129020733897,1430.6907261956842,1421.5477770823677,1407.7240158866236,1389.2652972524559
11.400000000000006,1413.9887953229722,1425.822551747961,1433.1664670400294,1436.013786948202,1434.3547468043002,1430.065704018743,1421.0575027521559,1407.3666674724425,1389.035579195714
11.600000000000001,1413.3083724296819,1425.1206493450793,1432.4349026794976,1435.2447796386123,1433.5411672158093,1429.376494367835,1420.4946201284968,1406.9288076358819,1388.718137600574
11.800000000000004,1412.5765541035132,1424.3667212408598,1431.6514202949747,1434.4247035610751,1432.6781027875238,1428.6296236720289,1419.8662112110314,1406.4180329878154,1388.3210334988855
12.0,1411.7985377730515,1423.566088877375,1430.8214185207125,1433.5589859267698,1431.7709592710853,1427.8310414284435,1419.1787405342227,1405.8412853544062,1387.851639530171
12.200000000000003,1410.9790765895928,1422.723614825187,1429.9498254606008,1432.652574921488,1430.8246582901347,1426.9861732474249,1418.438111413701,1405.2049109529578,1387.316701753362
12.400000000000006,1410.1225187016869,1421.8437437017892,1429.0411410750507,1431.7099833608747,1429.8436820364923,1426.0999687062108,1417.6497167378825,1404.5147138748348,1386.722395552174
12.600000000000001,1409.2328428422802,1420.9305392130063,1428.0994755088775,1430.7353281148612,1428.8321135768797,1425.1769445491707,1416.8184848639953,1403.776004453133,1386.0743762281425
12.800000000000004,1408.313690594636,1419.987717706217,1427.12858377205,1429.7323657362535,1427.793673228004,1424.221223714509,1415.948921118097,1402.993643032133,1385.3778248138174
13.0,1407.3683956653117,1419.018678583565,1426.131897141484,1428.7045246815817,1426.7317514076954,1423.236570615554,1415.0451453455266,1402.172079601329,1384.6374895834253
13.200000000000003,1406.4000104585525,1418.026531886951,1425.1125516131021,1427.6549344706589,1425.6494383253146,1422.2264230586893,1414.1109259108466,1401.3153897082925,1383.8577236888293
13.400000000000006,1405.4113302161434,1417.014123334142,1424.0734136986684,1426.5864520942494,1424.5495508352137,1421.193921139039,1413.1497105040858,1400.427307021293,1383.0425193043177
13.600000000000001,1404.4049149596376,1415.9840570563294,1423.0171038309675,1425.5016859462937,1423.4346567420039,1420.1419334185862,1412.1646540724332,1399.5112528738694,1382.1955386241011
13.800000000000004,1403.3831094476423,1414.9387162616044,1421.9460176133264,1424.4030175278328,1422.3070968153415,1419.0730806590127,1411.1586441629754,1398.5703630889752,1381.3201420209282
14.0,1402.3480613391528,1413.880282025694,1420.8623451249011,1423.292621143696,1421.1690047443562,1417.9897573527367,1410.1343239321682,1397.6075123494513,1380.419413642518
14.200000000000003,1401.3017377345573,1412.8107503906847,1419.7680884712322,1422.1724817898162,1420.0223252373453,1416.8941512699723,1409.0941130510666,1396.6253363540109,1379.496184694134
14.400000000000006,1400.2459402485772,1411.7319479340024,1418.6650777500322,1421.0444114083737,1418.8688304506097,1415.788261216836,1408.0402267115744,1395.6262519733266,1378.5530546302764
14.600000000000001,1399.1823187539107,1410.6455459534736,1417.5549855847323,1419.910063669572,1417.7101349109503,1414.673913179184,1406.9746929177797,1394.6124755988158,1377.592410455784
14.800000000000004,1398.1123839204504,1409.5530733995445,1416.4393403627485,1418.7709474224532,1416.5477090791394,1413.5527750087792,1405.899368227539,1393.5860398571062,1376.6164443163636
15.0,1397.0375186625292,1408.4559286725912,1415.3195383015354,1417.6284389425448,1415.3828916863722,1412.4263697922515,1404.8159520925924,1392.5488088456068,1375.6271695404253
15.200000000000003,1395.9589885955054,1407.355390391462,1414.196854453075,1416.4837930910849,1414.216900962065,1411.2960880289274,1403.725999930436,1391.5024920289402,1374.6264352778614
15.400000000000006,1394.8779515930278,1406.2526272288596,1413.0724527463562,1415.3381534889502,1413.050844859216,1410.1631987307794,1402.630935047715,1390.4486569219707,1373.6159398668874
15.600000000000001,1393.7954665273771,1405.1487068997262,1411.9473951574687,1414.192561797999,1411.8857303727154,1409.0288595462841,1401.5320595228786,1389.3887406726133,1372.5972430470529
15.800000000000004,1392.7125012672611,1404.0446043803386,1410.8226500880578,1413.0479661932754,1410.7224720363222,1407.8941259997446,1400.4305641450849,1388.3240606463878,1371.5717771248726
16.0,1391.629940000237,1402.941209428243,1409.6991000249348,1411.905229101198,1409.5618996754029,1406.7599599284947,1399.3275374967109,1387.2558241046236,1370.5408571880846
16.200000000000003,1390.5485899404785,1401.839333466345,1408.5775485465072,1410.7651342714453,1408.404765484805,1405.6272371922105,1398.2239742582326,1386.185137059215,1369.5056904551793
16.400000000000006,1389.469187476793,1400.739715888382,1407.4587267353122,1409.6283932435788,1407.2517504943628,1404.496754721242,1397.1207828064998,1385.1130123787502,1368.46738483844
16.6,1388.3924038105758,1399.6430298375135,1406.3432990502033,1408.4956512635033,1406.1034704783524,1403.3692369643247,1396.0187921705265,1384.040377213587,1367.4269567911895
16.800000000000004,1387.3188501286943,1398.5498875048336,1405.2318687065922,1407.3674926995081,1404.9604813596948,1402.245341790141,1394.9187584027154,1382.9680798009526,1366.3853385031728
17.0,1386.249082352066,1397.4608449902003,1404.1249826085411,1406.2444460028391,1403.8232841547656,1401.1256658919513,1393.8213704178618,1381.8968957053037,1365.3433845019094
17.200000000000003,1385.1836054968978,1396.3764067637671,1403.0231358723317,1405.126988253461,1402.6923295002264,1400.0107497397676,1392.7272553472862,1380.827533543923,1364.3018777123764
17.400000000000006,1384.1228776821117,1395.297029763029,1401.9267759774152,1404.0155493277846,1401.5680217993117,1398.9010821203165,1391.6369834509521,1379.7606402430247,1363.2615350224676
17.6,1383.0673138134023,1394.2231271569608,1400.8363065772774,1402.9105157216734,1400.4507230214472,1397.7971043012003,1390.55107262638,1378.6968058653842,1362.2230123972265
17.800000000000004,1382.0172889715748,1393.1550718059045,1399.752090999735,1401.8122340589057,1399.3407561858362,1396.6992138522558,1389.4699925495363,1377.6365680466845,1361.186909580867
18.0,1380.9731415302997,1392.0931994432433,1398.6744554634413,1400.72101431246,1398.2384085567976,1395.6077681540046,1388.3941684796087,1376.5804160743253,1360.1537744219897
18.200000000000003,1379.9351760261386,1391.0378116025229,1397.6036920349247,1399.6371327634542,1397.143934576009,1394.5230876203204,1387.3239847566053,1375.5287946393382,1359.1241068541603
18.400000000000006,1378.9036658016466,1389.9891783115331,1396.5400613482636,1398.560834720281,1396.0575585544905,1393.4454586599268,1386.259788018086,1374.4821072892473,1358.0983625610736
18.6,1377.878855440494,1388.947540572937,1395.4837951074953,1397.4923370184163,1394.9794771450447,1392.3751363990816,1385.2018901589108,1373.4407196071782,1357.0769563528945
18.800000000000004,1376.8609630118615,1387.9131126492725,1394.4350983900435,1396.431830319529,1393.9098616139718,1391.3123471857657,1384.1505710557317,1372.4049621402442,1356.060265277964
19.0,1375.8501821398522,1386.8860841685764,1393.3941517678152,1395.3794812268204,1392.8488599291666,1390.2572908938514,1383.1060810759952,1371.3751330981634,1355.0486314918978
19.200000000000003,1374.8466839122686,1385.8666220654318,1392.3611132611284,1394.3354342320142,1391.79659868014,1389.210143044065,1382.068643389452,1370.3515008411923,1354.0423649041525
19.400000000000006,1373.8506186418563,1384.854872370958,1391.3361201393056,1393.299813508038,1390.75318484413,1388.1710567570492,1381.0384560985717,1369.3343061747798,1353.0417456203506
19.6,1372.8621174919851,1383.8509618640653,1390.3192905805297,1392.2727245601957,1389.7187074111803,1387.1401645524745,1380.015694202799,1368.323764466798,1352.0470261970663
19.800000000000004,1371.8812939776951,1382.8549995952392,1389.3107252024802,1391.2542557474958,1388.6932388799319,1386.1175800069163,1379.0005114102976,1367.3200676018323,1351.0584337243013
20.0,1370.9082453521112,1381.8670782931426,1388.3105084742522,1390.2444796847894,1387.6768366348322,1385.1033992820926,1377.9930418096058,1366.3233857857467,1350.0761717495707
20.200000000000003,1369.9430538873646,1380.887275663442,1387.318710019162,1389.2434545354347,1386.6695442145237,1384.0977025340544,1376.9934014125806,1365.3338692125985,1349.100422056317
20.400000000000006,1368.9857880584013,1379.915655588468,1386.3353858172163,1388.2512252033712,1385.671392480327,1383.1005552129943,1376.0016895790004,1364.3516496049422,1348.131346308279
20.6,1368.036503637336,1378.9522692355806,1385.360579315272,1387.267824432721,1384.6824006929583,1382.1120092625088,1375.0179903323233,1363.3768416376188,1347.1690875704596
20.800000000000004,1367.0952447053794,1377.997156081462,1384.3943224522357,1386.293273822338,1383.7025775049121,1381.1321042263924,1374.0423735752795,1362.4095442542662,1346.213771716426
21.0,1366.1620445887825,1377.0503448589373,1383.4366366060326,1385.3275847621037,1382.7319218753235,1380.1608682703595,1373.0748962132513,1361.4498418850171,1345.265508730872
21.200000000000003,1365.2369267246972,1376.11185443239,1382.4875334685073,1384.3707592971773,1381.7704239135132,1379.1983191254487,1372.1156031927064,1360.4978055731274,1344.3243939156077
21.400000000000006,1364.3199054623842,1375.1816946073297,1381.5470158539079,1383.4227909259123,1380.8180656569255,1378.2444649593144,1371.1645284613662,1359.5534940176458,1343.3905090064861
21.6,1363.4109868047371,1374.2598668792064,1380.615078446135,1382.4836653366474,1379.8748217886616,1377.2993051810784,1370.2216958562112,1358.616954538639,1342.4639232081327
21.800000000000004,1362.5101690947013,1373.3463651261623,1379.691708489514,1381.553361088166,1378.9406602993945,1376.362831184944,1369.2871199249419,1357.6882239709494,1341.5446941527985
22.0,1361.6174436507888,1372.4411762500224,1378.7768864274547,1380.631850238213,1378.015543098039,1375.4350270373552,1368.3608066860284,1356.767329491978,1340.6328687891314
22.200000000000003,1360.7327953555514,1371.5442807694737,1377.8705864930084,1379.7190989241064,1377.0994265751965,1374.5158701120704,1367.442754332088,1355.8542893885353,1339.7284842061977
22.400000000000006,1359.8562032005725,1370.6556533690677,1376.9727772550075,1378.8150678991399,1376.1922621230663,1373.6053316771845,1366.5329538809203,1354.9491137673904,1338.8315683976439
22.6,1358.9876407912434,1369.7752634074038,1376.0834221231758,1377.9197130281782,1375.2939966151946,1372.7033774377894,1365.6313897781984,1354.0518052137875,1337.9421409705144
22.800000000000004,1358.1270768143413,1368.9030753875504,1375.2024798153293,1377.0329857455802,1374.4045728491842,1371.8099680376704,1364.7380404554754,1353.16235940184,1337.0602138028607
23.0,1357.2744754711848,1368.0390493925604,1374.3299047895298,1376.154833478315,1373.5239299552125,1370.925059523165,1363.8528788468943,1352.280765660419,1336.185791653965
23.200000000000003,1356.4297968789247,1367.1831414886728,1373.4656476438358,1375.2852000369235,1372.6520037729877,1370.0486037720495,1362.9758728676964,1351.407007497855,1335.3188727306938
23.400000000000006,1355.5929974423236,1366.3353040986221,1372.6096554860812,1374.4240259767591,1371.7887271995578,1369.1805488901116,1362.106985857395,1350.5410630885099,1334.4594492132178
23.6,1354.7640301982105,1365.4954863472624,1371.7618722759246,1373.5712489317484,1370.9340305101953,1368.3208395778288,1361.2461769902504,1349.6829057240498,1333.607507743089
23.800000000000004,1353.9428451346087,1364.6636343815605,1370.922239141231,1372.7268039227422,1370.087841654405,1367.4694174694055,1360.3934016554701,1348.8325042320082,1332.7630298764295
24.0,1353.1293894863938,1363.8396916668405,1370.0906946706975,1371.890623642354,1369.2500865289392,1366.6262214462358,1359.5486118093838,1347.989823364049,1331.925992504774
24.200000000000003,1352.3236080091958,1363.023599261029,1369.2671751844732,1371.0626387180523,1368.420689229553,1365.7911879266921,1358.7117563016502,1347.154824156136,1331.0963682459103
24.400000000000006,1351.5254432331228,1362.2152960685023,1368.4516149844037,1370.2427779551135,1367.5995722831092,1364.9642511340023,1357.8827811774047,1346.3274642626611,1330.2741258068952
24.6,1350.7348356977725,1361.4147190750318,1367.6439465853923,1369.4309685609405,1366.786656861498,1364.1453433438378,1357.0616299571152,1345.5076982664111,1329.4592303212378
24.800000000000004,1349.9517241698784,1360.6218035651946,1366.8441009292642,1368.62713635212,1365.9818629787394,1363.3343951131055,1356.248243895762,1344.6954779661269,1328.651643662109
25.0,1349.176045844846,1359.8364833235266,1366.0520075824127,1367.8312059454972,1365.1851096725236,1362.5313354913328,1355.4425622228518,1343.890752643261,1327.8513247332878
25.200000000000003,1348.4077365333312,1359.0586908205864,1365.2675949184081,1367.0431009344381,1364.3963151713479,1361.7360922159148,1354.6445223646508,1343.09346930943,1327.0582297394274
25.400000000000006,1347.6467308339354,1358.2883573850243,1364.4907902866642,1366.262744051377,1363.6153970483215,1360.9485918924147,1353.854060149924,1342.3035729359387,1326.2723124371107
25.6,1346.8929622930066,1357.5254133626565,1363.7215201681713,1365.4900573176435,1362.8422723626265,1360.168760160996,1353.0711100003643,1341.521006666657,1325.493524368047
25.800000000000004,1346.146363552466,1356.769788263482,1362.9597103192339,1364.7249621815067,1362.0768577895526,1359.3965218500095,1352.2956051068163,1340.7457120154265,1324.7218150756723
26.0,1345.4068664865104,1356.0214108975035,1362.2052859040784,1363.9673796452946,1361.3190697399464,1358.631801117656,1351.5274775923076,1339.9776290491022,1323.957132306317
26.200000000000003,1344.6744023279805,1355.2802095001466,1361.458171617129,1363.2172303823836,1360.5688244698586,1357.8745215825982,1350.766658662833,1339.2166965572274,1323.1994221960172
26.400000000000006,1343.9489017851256,1354.5461118480277,1360.7182917957039,1362.4744348447957,1359.8260381811142,1357.1246064443155,1350.0130787467617,1338.4628522093014,1322.4486294439753
26.6,1343.2302951494428,1353.819045365752,1359.9855705238085,1361.738913362086,1359.0906271134695,1356.3819785939493,1349.2666676236818,1337.7160327004997,1321.704697473598
26.800000000000004,1342.5185123952203,1353.098937224378,1359.2599317276765,1361.0105862321527,1358.362507628981,1355.6465607163138,1348.5273545434231,1336.9761738866555,1320.9675685819668
27.0,1341.8134832713713,1352.3857144321428,1358.5412992636354,1360.2893738045545,1357.641596289152,1354.918275383723,1347.7950683359638,1336.2432109092624,1320.237184078552
27.200000000000003,1341.115137386094,1351.6793039179934,1357.8295969988599,1359.5751965568777,1356.9278099253968,1354.197045142208,1347.0697375128586,1335.517078311182,1319.5134844139013
27.400000000000006,1340.4234042848711,1350.9796326084377,1357.1247488855147,1358.867975164658,1356.2210657033063,1353.482792590683,1346.351290360787,1334.797710143714,1318.7964092990017
27.6,1339.7382135222674,1350.2866274981811,1356.4266790287536,1358.1676305653218,1355.5212811811725,1352.7754404535606,1345.6396550277839,1334.0850400656207,1318.0858978159472
27.800000000000004,1339.0594947279635,1349.6002157149944,1355.7353117490288,1357.4740840165791,1354.8283743631985,1352.0749116472862,1344.934759602657,1333.3790014346691,1317.3818885205164
28.0,1338.3871776674334,1348.920324579215,1355.0505716390987,1356.787257149673,1354.1422637477797,1351.3811293412327,1344.2365321880834,1332.6795273922073,1316.684319537206
28.200000000000003,1337.7211922976321,1348.246881658264,1354.3723836161269,1356.107072017854,1353.4628683712199,1350.6940170133544,1343.5449009678152,1331.9865509412539,1315.9931286472388
28.400000000000006,1337.0614688180522,1347.57981481653,1353.700672969215,1355.4334511404275,1352.7901078472257,1350.0134985009774,1342.8597942684194,1331.3000050185533,1315.3082533700258
28.6,1336.4079377174658,1346.9190522609454,1353.0353654027006,1354.7663175426949,1352.1239024024796,1349.3394980470819,1342.1811406159304,1330.619822561009,1314.6296310385223
28.800000000000004,1335.7605298166593,1346.2645225825645,1352.3763870755151,1354.1055947920868,1351.464172908594,1348.6719403423886,1341.5088687877726,1329.9459365668838,1313.957198868902
29.0,1335.1191763074405,1345.6161547944162,1351.7236646368956,1353.4512070307642,1350.810840910703,1348.0107505635629,1340.8429078602855,1329.2782801521282,1313.2908940249254
29.200000000000003,1334.4838087881753,1344.9738783659075,1351.0771252587003,1352.803079004946,1350.1638286529542,1347.3558544078073,1340.183187252161,1328.616786602172,1312.6306536773673
29.400000000000006,1333.8543592961057,1344.337623254013,1350.4366966645805,1352.161136091203,1349.5230591011189,1346.7071781241077,1339.5296367640767,1327.9613894194872,1311.9764150588387
