Slip Angle (deg),FZ = 300 N,FZ = 500 N,FZ = 700 N,FZ = 900 N,FZ = 1100 N
22.800000000000004,607.9151929612718,994.7641214180825,1374.4045728491842,1750.543361684621,2125.2132550358847
23.0,607.5741778719472,994.1556544196865,1373.5239299552125,1749.376445183842,2123.7404318188073
23.200000000000003,607.2353147711111,993.5525236785883,1372.6520037729877,1748.2215341556296,2122.2825216123742
23.400000000000006,606.898619062946,992.9547051564518,1371.7887271995578,1747.0785339948047,2120.8394385849283
23.6,606.5641039016065,992.3621724202901,1370.9340305101953,1745.9473461331788,2119.4110892675412
23.800000000000004,606.2317803368663,991.7748968542478,1370.087841654405,1744.8278684955403,2117.997373318939
24.0,605.9016574507365,991.1928478563107,1369.2500865289392,1743.7199959193867,2116.5981842309307
24.200000000000003,605.5737424856471,990.6159930210122,1368.420689229553,1742.623620541197,2115.213409978899
24.400000000000006,605.2480409647364,990.0442983091376,1367.5995722831092,1741.5386321518147,2113.8429336215618
24.6,604.9245568047587,989.477728205346,1366.786656861498,1740.4649185233145,2112.486633853854
24.800000000000004,604.6032924220826,988.9162458645599,1365.9818629787394,1739.4023657095304,2111.1443855165166
25.0,604.2842488322226,988.3598132479169,1365.1851096725236,1738.3508583222572,2109.816060065654
25.200000000000003,603.9674257433137,987.8083912490121,1364.3963151713479,1737.3102797849785,2108.5015260052983
25.400000000000006,603.6528216439137,987.2619398111108,1363.6153970483215,1736.2805125658276,2107.200649285779
25.6,603.3404338854866,986.7204180359606,1362.8422723626265,1735.2614383913601,2105.9132936704523
25.800000000000004,603.0302587599053,986.183784284784,1362.0768577895526,1734.2529384425898,2104.6393210731894
26.0,602.722291572279,985.651996271996,1361.3190697399464,1733.254893534629,2103.378591868808
26.200000000000003,602.4165267093996,985.1250111521476,1360.5688244698586,1732.267184281176,2102.1309651784686
26.400000000000006,602.1129577040748,984.6027856005605,1359.8260381811142,1731.2896912449899,2100.8962991319163
26.6,601.8115772956037,984.0852758880873,1359.0906271134695,1730.3222950754102,2099.674451108292
26.800000000000004,601.5123774866275,983.5724379504012,1358.362507628981,1729.3648766339008,2098.465277957113
27.0,601.2153495965821,983.0642274521878,1357.641596289152,1728.4173171085179,2097.268636200896
27.200000000000003,600.9204843119531,982.5605998465851,1356.9278099253968,1727.4794981181358,2096.084382220797
27.400000000000006,600.6277717335304,982.0615104301999,1356.2210657033063,1726.5513018072083,2094.912372426524
27.6,600.337201420843,981.5669143939976,1355.5212811811725,1725.6326109317713,2093.7524634116967
27.800000000000004,600.048762433942,981.0767668703477,1354.8283743631985,1724.7233089373526,2092.604512095729
28.0,599.7624433726918,980.5910229764828,1354.1422637477797,1723.8232800294013,2091.4683758532487
28.200000000000003,599.4782324137182,980.1096378546208,1353.4628683712199,1722.9324092367967,2090.343912631963
28.400000000000006,599.1961173451507,979.632566708966,1352.7901078472257,1722.0505824689665,2089.230981059848
28.6,598.916085599293,979.1597648398091,1352.1239024024796,1721.1776865670956,2088.129440542443
28.800000000000004,598.638124283341,978.6911876749181,1351.464172908594,1720.3136093498795,2087.0391513509944
29.0,598.3622202082646,978.2267907984025,1350.810840910703,1719.458239654231,2085.959974702131
29.200000000000003,598.0883599159612,977.7665299772245,1350.1638286529542,1718.6114673713341,2084.891772829702
29.400000000000006,597.816529704782,977.3103611855125,1349.5230591011189,1717.7731834783976,2083.834409049363
29.6,597.546715653524,976.8582406268278,1348.8884559625474,1716.943280066439,2082.7877478164623
29.800000000000004,597.2789036439813,976.4101247545224,1348.2599437036608,1716.1216503644105,2081.751654777723
30.0,597.0130793821346,975.9659702903173,1347.6374475651699,1715.308188759947,2080.7259968171907
